Date,Open,High,Low,Close,Volume,Adj Close
2012-01-03,409.399998,412.499989,408.999989,411.23,75555200,54.075860999999996
2012-01-04,410.000011,414.68001200000003,409.27999500000004,413.44001000000003,65005500,54.366473
2012-01-05,414.950005,418.550007,412.670006,418.02999500000004,67817400,54.970045999999996
2012-01-06,419.770008,422.749996,419.220009,422.400002,79573200,55.544693
2012-01-09,425.499992,427.750004,421.349991,421.73,98506100,55.456589
2012-01-10,425.909988,426.000004,421.500008,423.239994,64549100,55.65515
2012-01-11,422.680008,422.849998,419.309998,422.549992,53771200,55.564416
2012-01-12,422.27999900000003,422.900013,418.750011,421.389992,53146800,55.411879000000006
2012-01-13,419.69999299999995,420.449997,418.659996,419.810009,56505400,55.204114000000004
2012-01-17,424.19998899999996,425.98999000000003,422.959988,424.700001,60724300,55.847138
2012-01-18,426.95999900000004,429.46999000000005,426.30001100000004,429.110008,69197800,56.427043999999995
2012-01-19,430.15000499999996,431.37000700000004,426.51000199999993,427.750004,65434600,56.248206
2012-01-20,427.48999800000007,427.50001100000003,419.750008,420.30000700000005,103493600,55.268547999999996
2012-01-23,422.66999400000003,428.44999299999995,422.299999,427.409996,76515600,56.203495999999994
2012-01-24,425.10000999999994,425.10000999999994,419.550003,420.409996,136909500,55.283011
2012-01-25,454.43998700000003,454.449974,443.72999599999997,446.659996,239578500,58.73483
2012-01-26,448.360008,448.789978,443.139996,444.62999,80996300,58.467888
2012-01-27,444.339996,448.48001100000005,443.769997,447.28000999999995,74927300,58.816359999999996
2012-01-30,445.709988,453.900002,445.390007,453.009995,94835300,59.569841000000004
2012-01-31,455.58997300000004,458.240021,453.07002300000005,456.47997999999995,97920900,60.026137
2012-02-01,458.41001100000005,458.98999800000007,455.550026,456.18998700000003,67511500,59.988003000000006
2012-02-02,455.89999400000005,457.169983,453.980003,455.12000300000005,46699100,59.847303000000004
2012-02-03,457.300026,460.000008,455.56001299999997,459.68,71649900,60.446932
2012-02-06,458.37999699999995,464.979988,458.20002,463.969978,62353200,61.011055000000006
2012-02-07,465.250008,469.74997699999994,464.579979,468.83000899999996,79055900,61.650139
2012-02-08,470.500008,476.789978,469.69998899999996,476.680016,101972500,62.682398
2012-02-09,480.76000199999993,496.750008,480.55999800000006,493.17000599999994,221053700,64.850796
2012-02-10,490.960022,497.61998700000004,488.54998,493.419998,157825500,64.88367
2012-02-13,499.529991,503.83000899999996,497.08998899999995,502.60002099999997,129304000,66.090823
2012-02-14,504.659988,509.56002,502.000008,509.459991,115099600,66.99289399999999
2012-02-15,514.259995,526.290016,496.88998399999997,497.669975,376530000,65.442532
2012-02-16,491.500008,504.890007,486.62999,502.20999900000004,236138000,66.039536
2012-02-17,503.109993,507.77002000000005,500.299995,502.12001,133951300,66.027703
2012-02-21,506.88001299999996,514.850021,504.12000300000005,514.850021,151398800,67.701672
2012-02-22,513.079994,515.489983,509.07002300000005,513.039993,120825600,67.463657
2012-02-23,515.079987,517.830009,509.499992,516.3899769999999,142006900,67.904172
2012-02-24,519.6699980000001,522.899979,518.6400150000001,522.4099809999999,103768000,68.69579
2012-02-27,521.309982,528.5,516.2800139999999,525.760017,136895500,69.136313
2012-02-28,527.960014,535.410011,525.850006,535.410011,150096800,70.405266
2012-02-29,541.5600049999999,547.6100230000001,535.700005,542.440025,238002800,71.329698
2012-03-01,548.169983,548.209984,538.7699809999999,544.4699780000001,170817500,71.596632
2012-03-02,544.240013,546.800018,542.519974,545.180008,107928100,71.69
2012-03-05,545.420013,547.47998,526.000023,533.1600269999999,202281100,70.109398
2012-03-06,523.659996,533.690025,516.2199860000001,530.259987,202559700,69.728049
2012-03-07,536.8000030000001,537.779999,523.299988,530.6900099999999,199630200,69.784596
2012-03-08,534.6899950000001,542.989998,532.120003,541.989975,129114300,71.270517
2012-03-09,544.209999,547.740013,543.110001,545.170021,104729800,71.688686
2012-03-12,548.9799879999999,551.999977,547.000023,551.999977,101820600,72.586811
2012-03-13,557.540024,568.18,555.750023,568.099998,172713800,74.703929
2012-03-14,578.050026,594.719994,575.399979,589.580009,354711000,77.528504
2012-03-15,599.6099849999999,600.009995,578.550011,585.5599980000001,289929500,76.999882
2012-03-16,584.7199780000001,589.199974,577.9999849999999,585.569984,206371900,77.001195
2012-03-19,598.37001,601.7699809999999,589.050011,601.100006,225309000,79.043359
2012-03-20,599.51001,606.899979,591.480026,605.959984,204165500,79.682436
2012-03-21,602.73999,609.650002,601.4100269999999,602.4999849999999,161010500,79.227453
2012-03-22,597.779984,604.499977,595.529999,599.3400190000001,155967700,78.811925
2012-03-23,600.490005,601.799995,594.399986,596.050011,107622200,78.379296
2012-03-26,599.790016,607.150024,595.259979,606.97998,148935500,79.816563
2012-03-27,606.180016,616.280006,606.060013,614.4800190000001,151782400,80.802802
2012-03-28,618.3799740000001,621.450005,610.3099900000001,617.62001,163865100,81.215704
2012-03-29,612.780006,616.560013,607.230026,609.8599929999999,152059600,80.195279
2012-03-30,608.7699809999999,610.559982,597.939987,599.550011,182759500,78.839538
2012-04-02,601.830009,618.769997,600.37999,618.6300200000001,149587900,81.348518
2012-04-03,627.300018,632.209984,622.510002,629.319984,208639900,82.754226
2012-04-04,624.349991,625.8599849999999,617.000023,624.3099900000001,143245200,82.095422
2012-04-05,626.980011,634.6600269999999,623.400009,633.679977,160324500,83.327556
2012-04-09,626.130005,639.840012,625.300026,636.229996,149384200,83.66287700000001
2012-04-10,639.93,644.0,626.0000150000001,628.440018,222431300,82.638512
2012-04-11,636.199982,636.87001,623.339981,626.20002,174153700,82.34395699999999
2012-04-12,624.999992,631.330017,620.500023,622.7699809999999,153584200,81.892914
2012-04-13,624.1099849999999,624.700012,603.509995,605.22998,214911200,79.586442
2012-04-16,610.0599980000001,610.279976,578.249977,580.1300200000001,262696700,76.285851
2012-04-17,578.93998,610.000023,571.910019,609.699989,256382000,80.174239
2012-04-18,613.720001,620.249977,602.709976,608.340012,238632800,79.99540400000001
2012-04-19,600.2199860000001,604.729996,584.519974,587.439987,208679800,77.247096
2012-04-20,591.379997,594.620018,570.4199980000001,572.980003,257746300,75.345639
2012-04-23,570.610016,576.670021,556.620003,571.699974,241632300,75.177318
2012-04-24,562.6099929999999,567.6900019999999,554.999992,560.280006,269037300,73.675617
2012-04-25,615.639992,617.999992,605.9999849999999,610.000023,226444400,80.21369200000001
2012-04-26,614.269974,614.6900099999999,602.12999,607.6999969999999,134017100,79.911244
2012-04-27,605.069977,606.180016,600.499992,603.000023,101680600,79.293207
2012-04-30,597.800011,598.400024,582.999992,583.9799879999999,126536200,76.792114
2012-05-01,584.900009,596.759987,581.2300190000001,582.130013,152749800,76.548846
2012-05-02,580.239983,587.399986,578.8599780000001,585.97998,106847300,77.05510799999999
2012-05-03,590.499977,591.400024,580.300011,581.819992,97637400,76.50807900000001
2012-05-04,577.080017,578.3599929999999,565.1699980000001,565.25,132498100,74.329161
2012-05-07,561.500008,572.7700120000001,561.2299879999999,569.480003,115029600,74.885397
2012-05-08,569.579979,571.500023,558.730011,568.18,124313000,74.714449
2012-05-09,563.700005,573.980026,560.850006,569.180023,120176000,74.84595
2012-05-10,574.579987,575.87999,568.43998,570.519974,83300000,75.02215100000001
2012-05-11,565.000008,574.470024,564.350006,566.710007,99886500,74.521148
2012-05-14,562.569992,567.510025,557.599998,558.2199860000001,88156600,73.404729
2012-05-15,561.45002,563.219994,551.7499849999999,553.169991,119084000,72.740665
2012-05-16,554.050011,556.8900219999999,541.039993,546.0800019999999,140224000,71.808347
2012-05-17,545.3099980000001,547.500008,530.12001,530.12001,179305000,69.709642
2012-05-18,533.9599910000001,543.4099809999999,522.180016,530.37999,183073100,69.743829
2012-05-21,534.499977,561.5400089999999,534.04998,561.279976,157776500,73.80711099999999
2012-05-22,569.550018,573.879997,552.580017,556.970024,173717600,73.240361
2012-05-23,557.500023,572.800026,553.2300190000001,570.559975,146224400,75.027411
2012-05-24,575.870003,576.499977,561.2299879999999,565.320015,124057500,74.338367
2012-05-25,564.590012,565.850014,558.4699780000001,562.289986,82126800,73.939925
2012-05-29,570.900009,574.0,565.309975,572.269974,95127200,75.25227199999999
2012-05-30,569.1999969999999,579.98999,566.5599900000001,579.1699980000001,132357400,76.15961
2012-05-31,580.740021,581.4999849999999,571.460022,577.7300190000001,122918600,75.970256
2012-06-01,569.159996,572.650009,560.5200120000001,560.989983,130246900,73.768977
2012-06-04,561.500008,567.4999849999999,548.499977,564.289978,139248900,74.20291999999999
2012-06-05,561.269989,566.470001,558.3300019999999,562.830025,97053600,74.01093900000001
2012-06-06,567.770004,573.849983,565.499992,571.460022,100363900,75.145765
2012-06-07,577.2900089999999,577.320023,570.5,571.720001,94941700,75.179952
2012-06-08,571.599998,580.580017,568.999992,580.319984,86879100,76.31083100000001
2012-06-11,587.719994,588.4999849999999,570.62999,571.169975,147816200,75.107625
2012-06-12,574.459984,576.6199799999999,566.70002,576.159996,108845100,75.763802
2012-06-13,574.5200120000001,578.479996,570.379997,572.160011,73395000,75.237812
2012-06-14,571.23999,573.5000150000001,567.259979,571.529984,86393300,75.154965
2012-06-15,570.9999849999999,574.619987,569.550018,574.12999,83813800,75.49686
2012-06-18,570.959984,587.889984,570.37001,585.779976,110103000,77.028808
2012-06-19,583.400002,589.999992,583.100021,587.4100269999999,90351100,77.243156
2012-06-20,588.2099910000001,589.2500150000001,580.799995,585.739975,89735800,77.023548
2012-06-21,585.4399950000001,588.2199780000001,577.440025,577.669991,81587800,75.962363
2012-06-22,579.0400089999999,582.189987,575.420006,582.099998,71117900,76.544899
2012-06-25,577.299995,579.800026,570.37001,570.77002,76095600,75.055031
2012-06-26,571.329979,574.489998,567.329994,572.0300219999999,69134100,75.22071899999999
2012-06-27,575.000023,576.739983,571.920006,574.4999849999999,50749300,75.545514
2012-06-28,571.670013,574.0,565.610008,569.04998,70709100,74.82885
2012-06-29,577.9999849999999,584.0000150000001,574.249992,584.0000150000001,105375200,76.794747
2012-07-02,584.7300190000001,593.4699780000001,583.600006,592.519997,100023000,77.91510600000001
2012-07-03,594.879997,600.000008,593.999977,599.4099809999999,60428200,78.821125
2012-07-05,600.56002,614.339989,599.649986,609.9399950000001,121095800,80.205799
2012-07-06,607.089996,608.439987,601.580017,605.879982,104732600,79.67191600000001
2012-07-09,605.299995,613.899979,604.110008,613.889992,94851400,80.725215
2012-07-10,617.9699780000001,619.869995,605.309982,608.210022,127989400,79.978311
2012-07-11,606.119987,607.659996,597.220024,604.430016,117330500,79.481248
2012-07-12,600.240013,603.469994,592.68,598.900009,107010400,78.754064
2012-07-13,602.949982,607.190025,600.000008,604.970001,77856800,79.552255
2012-07-16,605.120018,611.6199799999999,605.019989,606.910019,75315100,79.807364
2012-07-17,610.790001,611.499977,603.149986,606.93998,73406200,79.81130300000001
2012-07-18,606.590012,608.340012,603.559982,606.260017,63175000,79.72189
2012-07-19,611.279999,615.349998,605.9999849999999,614.320015,109215400,80.781762
2012-07-20,613.029999,614.440018,603.700012,604.300026,99367800,79.464155
2012-07-23,594.399986,605.900009,587.710007,603.8300019999999,121993900,79.402348
2012-07-24,607.37999,609.680016,598.509987,600.919975,141283100,79.019686
2012-07-25,574.459984,580.799995,570.0000150000001,574.970009,219328200,75.607321
2012-07-26,579.760025,580.399986,570.3600230000001,574.8800200000001,101658200,75.595487
2012-07-27,575.01001,585.830017,571.590012,585.159988,100984100,76.947281
2012-07-30,590.920013,599.4399950000001,587.820023,595.0300139999999,94785600,78.245168
2012-07-31,603.2299879999999,611.699982,602.720016,610.759987,115581900,80.313626
2012-08-01,615.910011,616.400009,603.000023,606.8099900000001,96125400,79.79420999999999
2012-08-02,602.8400190000001,610.690025,600.25,607.789986,83039600,79.923077
2012-08-03,613.630013,617.9800190000001,611.5600049999999,615.70002,86230200,80.96323000000001
2012-08-06,617.290016,624.870003,615.26001,622.5500030000001,75525800,81.863988
2012-08-07,622.7699809999999,624.999992,618.039993,620.910019,72611700,81.648333
2012-08-08,619.389984,623.8800200000001,617.099998,619.860008,61176500,81.51025899999999
2012-08-09,617.849976,621.730011,617.799988,620.7299879999999,55410600,81.975114
2012-08-10,618.710022,621.760025,618.699982,621.6999969999999,48734700,82.103216
2012-08-13,623.3900219999999,630.0,623.249992,630.0,69708100,83.199334
2012-08-14,631.870003,638.6100230000001,630.2099910000001,631.690025,85042300,83.422523
2012-08-15,631.3000030000001,633.9999849999999,627.7500150000001,630.829979,64335600,83.308943
2012-08-16,631.210014,636.759995,630.4999849999999,636.340012,63633500,84.036612
2012-08-17,640.0000150000001,648.1900019999999,638.809975,648.110001,110690300,85.590985
2012-08-20,650.010017,665.150017,649.900002,665.150017,153346200,87.84133100000001
2012-08-21,670.82,674.880013,650.330025,656.059982,203179900,86.640879
2012-08-22,654.4199980000001,668.9999849999999,648.110001,668.869995,141330700,88.3326
2012-08-23,666.1099849999999,669.899979,661.149979,662.630013,105032200,87.508533
2012-08-24,659.509995,669.479996,655.550011,663.2199860000001,109335100,87.586446
2012-08-27,679.989983,680.870003,673.5400089999999,675.679977,106752100,89.231943
2012-08-28,674.9799879999999,676.100014,670.669983,674.800011,66854200,89.11573299999999
2012-08-29,675.250008,677.669983,672.600014,673.469994,50701700,88.940087
2012-08-30,670.6400219999999,671.5500030000001,662.849991,663.869987,75674900,87.672287
2012-08-31,667.2499849999999,668.599976,657.250023,665.240005,84580300,87.853215
2012-09-04,665.760017,675.139992,664.5000150000001,674.970001,91973000,89.138182
2012-09-05,675.570015,676.350006,669.599998,670.230026,84093800,88.512209
2012-09-06,673.170013,678.290024,670.800026,676.270004,97799100,89.309864
2012-09-07,678.050018,682.480026,675.77002,680.43998,82416600,89.860561
2012-09-10,680.45002,683.289978,662.100014,662.739975,121999500,87.523055
2012-09-11,665.110016,670.099983,656.499992,660.5900190000001,125995800,87.239127
2012-09-12,666.849976,669.899979,656.000008,669.790016,178058300,88.454101
2012-09-13,677.370003,685.5000150000001,674.769997,682.980011,149590000,90.196003
2012-09-14,689.959984,696.980011,687.8899769999999,691.2800139999999,150118500,91.29212199999999
2012-09-17,699.349998,699.799995,694.6100230000001,699.7800219999999,99507800,92.414654
2012-09-18,699.879997,702.329987,696.4199980000001,701.910004,93375800,92.695944
2012-09-19,700.259979,703.989998,699.569977,702.100021,81718700,92.721039
2012-09-20,699.1599809999999,700.059975,693.619987,698.6999969999999,84142100,92.272023
2012-09-21,702.409988,705.070023,699.3599849999999,700.089989,142897300,92.455589
2012-09-24,686.8599929999999,695.119995,682.9999849999999,690.790016,159941600,91.227412
2012-09-25,688.260025,692.7800219999999,673.000023,673.5400089999999,129697400,88.949334
2012-09-26,668.740005,672.6900019999999,661.20002,665.179977,144125800,87.845288
2012-09-27,664.290024,682.170006,660.350014,681.32,148522500,89.976778
2012-09-28,678.750008,681.110008,666.75,667.100021,133777700,88.098853
2012-10-01,671.1599809999999,676.7500150000001,656.499992,659.389992,135898700,87.080648
2012-10-02,661.81002,666.349991,650.649979,661.309982,156998100,87.33420699999999
2012-10-03,664.8600230000001,671.8600230000001,662.630013,671.449974,106070300,88.67331899999999
2012-10-04,671.250023,674.2499849999999,665.550026,666.799988,92681400,88.05923
2012-10-05,665.200005,666.000023,651.280006,652.589996,148501500,86.182624
2012-10-08,646.880013,647.559975,636.1099929999999,638.170013,159498500,84.278286
2012-10-09,638.650024,640.490013,623.550026,635.850014,209649300,83.971901
2012-10-10,639.739983,644.979996,637.0,640.909996,127589000,84.640135
2012-10-11,646.499977,647.20002,628.099983,628.099983,136520300,82.948413
2012-10-12,629.5599900000001,635.37999,625.300026,629.710007,115003700,83.161037
2012-10-15,632.350014,635.129997,623.850006,634.760002,108125500,83.827952
2012-10-16,635.370003,650.300011,631.000023,649.789986,137442900,85.812848
2012-10-17,648.870018,652.790001,644.0,644.610001,97259400,85.128766
2012-10-18,639.5900190000001,642.059982,630.0,632.6400070000001,119156100,83.54798000000001
2012-10-19,631.050011,631.769974,609.619987,609.8400190000001,186021500,80.536958
2012-10-22,612.4199980000001,635.37999,610.759987,634.029999,136682700,83.731546
2012-10-23,631.000023,633.900009,611.699982,613.3599929999999,176786400,81.001814
2012-10-24,621.440018,626.549988,610.639984,616.829979,139631800,81.46006899999999
2012-10-25,619.9999849999999,621.999977,605.549988,609.539986,164081400,80.49733499999999
2012-10-26,609.430023,614.000008,591.0000150000001,603.999992,254608200,79.76571
2012-10-31,594.879997,601.959999,587.70002,595.320007,127500800,78.61941
2012-11-01,598.219994,603.000023,594.170021,596.5400089999999,90324500,78.780526
2012-11-02,595.8900070000001,596.950005,574.749977,576.800011,149843400,76.173614
2012-11-05,583.520004,587.7699809999999,577.599976,584.620003,132283900,77.20634100000001
2012-11-06,590.230011,590.739983,580.0900190000001,582.849976,93729300,76.972587
2012-11-07,573.839996,574.539986,555.750023,558.000008,198412200,74.027415
